seller_id,seller_zip_code_prefix,seller_city,seller_state
96,15137,mirassol,SP
97,9190,santo andre,SP
98,16200,birigui,SP
99,3569,sao paulo,SP
100,31730,belo horizonte,MG
101,20785,rio de janeiro,RJ
102,20060,rio de janeiro,RJ
103,14940,ibitinga,SP
104,12401,sao paulo,SP
105,1425,sao paulo,SP
106,19803,assis,SP
107,13820,jaguariuna,SP
108,14801,araraquara,SP
109,27963,macae,RJ
110,13320,salto,SP
111,13504,rio claro,SP
112,86039,londrina,PR
113,5101,sao paulo,SP
114,14010,ribeirao preto,SP
115,21210,rio de janeiro,RN
116,37410,tres coracoes,MG
117,4248,sao paulo,SP
118,15190,nhandeara,SP
119,14940,ibitinga,SP
120,3514,sao paulo,SP
121,71070,brasilia,DF
122,6465,barueri,SP
123,1044,sao paulo,SP
124,88870,orleans,SC
125,70384,brasilia,DF
126,2310,sao paulo,SP
127,2016,sao paulo,SP
128,78095,cuiaba,MT
129,13575,sao carlos,SP
130,1040,sao paulo,SP
131,3322,sao paulo,SP
132,20261,rio de janeiro,RJ
133,85830,formosa do oeste,PR
134,23550,rio de janeiro,RJ
135,11085,santos,SP
136,3417,sao paulo,SP
137,76500,santa terezinha de goias,GO
138,81210,curitiba,PR
139,8260,sao paulo,SP
140,95995,arvorezinha,RS
141,4674,sao paulo,SP
142,14020,ribeirao preto,SP
143,36525,guiricema,MG
144,95072,caxias do sul,RS
145,55004,caruaru,PE
146,80045,curitiba,PR
147,14401,franca,SP
148,81030,curitiba,PR
149,40243,salvador,BA
150,9951,diadema,SP
151,8573,itaquaquecetuba,SP
152,18682,lencois paulista,SP
153,7091,guarulhos,SP
154,6341,carapicuiba,SP
155,76400,uruacu,GO
156,88301,itajai,SC
157,3280,sao paulo,SP
158,1545,sao paulo,SP
159,1026,sao paulo,SP
160,80620,curitiba,PR
161,87900,loanda,PR
162,3186,sao paulo,SP
163,19400,sao paulo,SP
164,2839,sao paulo,SP
165,87014,maringa,PR
166,1207,sao paulo,SP
167,1411,sao paulo,SP
168,30190,belo horizonte,MG
169,8502,ferraz de vasconcelos,SP
170,1541,sao paulo,SP
171,13481,limeira,SP
172,11040,santos,SP
173,6436,barueri,SP
174,2310,sao paulo,SP
175,35530,claudio,MG
176,14080,ribeirao preto,SP
177,24355,niteroi,RJ
178,17700,osvaldo cruz,SP
179,6380,carapicuiba,SP
180,6016,osasco,SP
181,24451,sao goncalo,RJ
182,78820,jaciara,MT
183,88330,balenario camboriu,SC
184,4009,sao paulo,SP
185,89120,timbo,SC
186,14075,ribeirao preto,SP
187,5424,sao paulo,SP
188,99730,jacutinga,RS
189,60440,fortaleza,CE
190,7242,guarulhos,SP
191,7051,guarulhos,SP
192,8517,ferraz de  vasconcelos,SP
193,16800,mirandopolis,SP
194,89228,joinville,SC
195,30421,belo horizonte,MG
196,17056,bauru,SP
197,12308,jacarei,SP
198,13304,itu,SP
199,85301,laranjeiras do sul,SP
200,3554,sao paulo,SP
201,89560,videira,SC
202,88058,florianopolis,SC
203,6853,itapecerica da serra,SP
204,58280,mamanguape,PB
205,8490,sao paulo,SP
206,35430,ponte nova,MG
207,87360,goioere,SP
208,17280,pederneiras,SP
209,6653,itapevi,SP
210,74563,goiania,GO
211,4821,sao paulo,SP
212,21820,rio de janeiro,RJ
213,1026,sao paulo,SP
214,3308,sao paulo,SP
215,95070,caxias do sul,RS
216,9640,sao bernardo do campo,SP
217,58400,campina grande,PB
218,93608,estancia velha,RS
219,27525,resende,RJ
220,89251,jaragua do sul,SC
221,2215,sao paulo,SP
222,5524,sao paulo,SP
223,22790,rio de janeiro,RJ
224,8041,sao paulo,SP
225,5715,sao paulo,SP
226,88032,florianopolis,SC
227,18055,sorocaba,SP
228,2112,sao paulo,SP
229,14075,ribeirao preto,SP
230,18048,sorocaba,SP
231,9336,maua,SP
232,17030,bauru,SP
233,17052,bauru,SP
234,30620,belo horizonte,MG
235,13327,salto,SP
236,74343,goiania,GO
237,35300,caratinga,MG
238,15350,auriflama/sp,SP
239,21240,rio de janeiro,RJ
240,14407,franca,SP
241,16500,cafelandia,SP
242,2518,sao paulo,SP
243,14050,ribeirao preto,SP
244,88730,sao ludgero,SC
245,36502,uba,MG
246,9751,sao bernardo do campo,SP
247,3407,sao paulo / sao paulo,SP
248,14940,ibitinga,SP
249,87035,maringa,PR
250,15062,sao jose do rio preto,SP
251,13064,campinas,SP
252,21020,rio de janeiro,RJ
253,13660,porto ferreira,SP
254,95660,tres coroas,RS
255,9080,santo andre,SP
256,89031,blumenau,SC
257,9110,santo andre,SP
258,9230,santo andre,SP
259,3951,sao paulo,SP
260,3172,sao paulo,SP
261,3334,sao paulo,SP
262,89070,blumenau,SC
263,8773,mogi das cruzes,SP
264,11013,santos,SP
265,6286,osasco,SP
266,15155,jaci,SP
267,35530,claudio,MG
268,74045,goiania,GO
269,18500,laranjal paulista,SP
270,18048,sorocaba,SP
271,1126,sao paulo,SP
272,13478,americana,SP
273,1303,sao paulo,SP
274,2739,sao paulo,SP
275,20921,rio de janeiro,RJ
276,86170,sertanopolis,SP
277,14940,ibitinga,SP
278,86808,apucarana,PR
279,15046,sao jose do rio preto,SP
280,22230,rio de janeiro,RJ
281,87035,maringa,PR
282,4102,sao paulo,SP
283,7052,guarulhos,SP
284,16301,penapolis,SP
285,24020,niteroi,RJ
286,89204,joinville,SC
287,83408,colombo,PR
288,11450,vicente de carvalho,SP
289,26562,mesquita,RJ
290,86010,londrina,PR
291,2051,sao pauo,SP
292,88056,florianopolis,SC
293,30550,belo horizonte,MG
294,2820,sao paulo,SP
295,85802,cascavel,PR
296,83830,fazenda rio grande,PR
297,4508,sao paulo,SP
298,6775,taboao da serra,SP
299,1550,sao paulo,SP
300,22783,rio de janeiro,RJ
301,81070,curitiba,PR
302,4716,sao paulo,SP
303,12233,sao jose dos campos,SP
304,7084,guarulhos,SP
305,3384,sao paulo,SP
306,85903,toledo,PR
307,82510,curitiba,PR
308,15081,sao jose do rio preto,SP
309,8411,sao paulo,SP
310,17047,bauru,SP
311,11045,santos,SP
312,85960,marechal candido rondon,SP
313,80010,curitiba,PR
314,8710,mogi das cruzes,SP
315,91130,porto alegre,RS
316,12238,sao jose dos campos,SP
317,6236,osasco,SP
318,13203,jundiai,SP
319,83800,mandirituba,PR
320,3551,sao paulo,SP
321,8655,suzano,SP
322,33200,vespasiano,MG
323,80040,curitiba,PR
324,20735,rio de janeiro,RJ
325,89031,blumenau,SC
326,1417,sao paulo,SP
327,98780,santa rosa,RS
328,15015,sao jose do rio preto,SP
329,14600,sao joaquim da barra,SP
330,5125,sao paulo,SP
331,81050,curitiba,PR
332,13830,santo antonio de posse,SP
333,1212,sao paulo,SP
334,97502,uruguaiana,RS
335,80215,curitiba,PR
336,6703,cotia,SP
337,13480,limeira,SP
338,37400,campanha,MG
339,14940,ibitinga,SP
340,4811,sao paulo,SP
341,75640,piracanjuba,GO
342,3306,sao paulo,SP
343,95034,caxias do sul,RS
344,30640,belo horizonte,MG
345,89701,concordia,SC
346,2880,sao paulo,SP
347,3688,sao paulo,SP
348,74043,goiania,GO
349,37540,santa rita do sapucai,MG
350,81925,curitiba,PR
351,6246,osasco,SP
352,80510,curitiba,PR
353,80240,curitiba,PR
354,14780,barretos,SP
355,13330,indaiatuba,SP
356,26525,nilopolis,RJ
357,9380,maua,SP
358,17580,pompeia,SP
359,44895,barro alto,BA
360,13840,mogi guacu,SP
361,4557,são paulo,SP
362,4311,sao paulo,SP
363,11702,praia grande,SP
364,14406,franca,SP
365,22783,rio de janeiro,SP
366,89128,luiz alves,SC
367,2036,sao paulo,SP
368,6038,osasco,SP
369,88351,brusque,SC
370,88804,criciuma,SC
371,5729,sao paulo,SP
372,6519,santana de parnaiba,SP
373,6016,osasco,SP
374,89222,joinville,SC
375,2252,sao paulo,SP
376,7179,guarulhos,SP
377,31050,belo horizonte,MG
378,13480,limeira,SP
379,15805,catanduva,SP
380,89052,blumenau,SC
381,31255,belo horizonte,MG
382,15704,jales,SP
383,20270,rio de janeiro,RJ
384,86060,londrina,PR
385,12944,atibaia,SP
386,69900,rio branco,AC
387,86046,londrina,PR
388,27321,barra mansa,RJ
389,5632,sao paulo,SP
390,3161,sao paulo,SP
391,4782,sao paulo,SP
392,14403,franca,SP
393,87013,maringa,PR
394,9405,ribeirao pires,SP
395,2310,sao paulo,SP
396,4363,sao paulo,SP
397,1539,sao paulo,SP
398,13560,sao carlos,SP
399,2238,sao paulo,SP
400,15055,sao jose do rio preto,SP
401,82220,curitiba,PR
402,17520,marilia,SP
403,3060,sao paulo,SP
404,9443,ribeirao pires,SP
405,14096,ribeirao preto,SP
406,48602,bahia,BA
407,91740,porto alegre,RS
408,86047,londrina,PR
409,85807,cascavel,PR
410,12020,taubate,SP
411,85802,cascavael,PR
412,1320,sao paulo,SP
413,12250,monteiro lobato,SP
414,81250,curitiba,PR
415,29138,viana,ES
416,7145,guarulhos,SP
417,88107,sao jose,SC
418,25850,paraiba do sul,RJ
419,13730,mococa,SP
420,18130,sao roque,SP
421,37900,passos,MG
422,14940,ibitinga,SP
423,85603,francisco beltrao,PR
424,3821,sao paulo,SP
425,36512,tocantins,SP
426,76400,uruacu,GO
427,87083,maringa,PR
428,74473,goiania,GO
429,21931,rio de janeiro,RJ
430,14055,ribeirao preto,SP
431,88210,porto belo,SC
432,13105,campinas,SP
433,26255,nova iguacu,RJ
434,3343,sao paulo,SP
435,17512,marilia,SP
436,88820,icara,SC
437,3543,sao paulo,SP
438,95910,lajeado,RS
439,3694,sao paulo,SP
440,3029,sao paulo,SP
441,37540,santa rita do sapucai,MG
442,13042,campinas,SP
443,1201,sao paulo,SP
444,9230,santo andre,SP
445,88359,brusque,SC
446,98920,horizontina,RS
447,4364,sao paulo,SP
448,3416,sao paulo,SP
449,9350,maua,SP
450,1214,sao paulo,SP
451,2880,sao paulo,SP
452,9220,santo andre,SP
453,18110,votorantim,SP
454,35530,claudio,MG
455,93700,campo bom,RS
456,3659,sao paulo,SP
457,1123,sao paulo,SP
458,15910,monte alto,SP
459,3103,sao paulo,SP
460,14078,ribeirao preto,SP
461,15601,fernandopolis,SP
462,89041,blumenau,SC
463,17500,marilia,SP
464,84010,ponta grossa,PR
465,7093,guarulhos,SP
466,31560,belo horizonte,MG
467,13920,pedreira,SP
468,86800,apucarana,PR
469,7062,guarulhos,SP
470,88351,brusque,SC
471,8550,poa,SP
472,3471,sao paulo,SP
473,87047,maringa,PR
474,82040,curitiba,PR
475,15025,sao jose do rio preto,SP
476,35500,divinopolis,MG
477,13450,santa barbara d´oeste,SP
478,92025,canoas,RS
479,13310,itu,SP
480,89217,joinville,SC
481,13375,mombuca,SP
482,9628,sao bernardo do campo,SP
483,6539,santana de parnaiba,SP
484,81350,curitiba,PR
485,86040,londrina,PR
486,14405,franca,SP
487,35700,sete lagoas,MG
488,37165,campo do meio,MG
489,85904,toledo,PR
490,8780,mogi das cruzes,SP
491,13219,jundiai,SP
492,17509,marilia,SP
493,60741,fortaleza,CE
494,3311,sao paulo,SP
495,13490,cordeiropolis,SP
496,38410,uberlandia,MG
497,75123,anapolis,GO
498,14092,ribeirao preto,SP
499,15085,sao jose do rio preto,SP
500,4578,sao paulo,SP
501,91310,porto alegre,RS
502,20756,rio de janeiro,RJ
503,1233,sao paulo,SP
504,8223,sao paulo,SP
505,4782,sao paulo,SP
506,83402,colombo,PR
507,9920,diadema,SP
508,13419,piracicaba,SP
509,20021,rio de janeiro,RJ
510,18072,sorocaba,SP
511,13456,santa barbara d oeste,SP
512,13920,pedreira,SP
513,86702,arapongas,PR
514,27277,volta redonda,SP
515,13660,porto ferreira,SP
516,89030,blumenau,SC
517,6787,taboao da serra,SP
518,22790,4482255,RJ
519,16072,aracatuba,SP
520,81830,curitiba,PR
521,74210,goiania,GO
522,16200,birigui,SP
523,18070,sorocaba,SP
524,37580,monte siao,MG
525,13073,campinas,SP
526,89248,garuva,SC
527,38650,bonfinopolis de minas,MG
528,13150,cosmopolis,SP
529,14092,ribeirao preto,SP
530,15800,catanduva,SP
531,1215,sao paulo,SP
532,24451,sao goncalo,RJ
533,4386,sao paulo,SP
534,5547,sao paulo,SP
535,21070,rio de janeiro,RJ
536,37706,pocos de caldas,MG
537,24725,sao goncalo,RJ
538,13160,artur nogueira,SP
539,11015,santos,SP
540,4209,sao paulo,SP
541,30575,belo horizonte,MG
542,6513,santana de parnaiba,SP
543,20520,rio de janeiro,RJ
544,58030,joao pessoa,PB
545,17300,dois corregos,SP
546,89245,araquari,SC
547,1220,sao paulo,SP
548,90230,porto alegre,RS
549,83075,sao jose dos pinhais,PR
550,31570,belo horizonte,SP
551,36500,uba,MG
552,93310,"novo hamburgo, rio grande do sul, brasil",RS
553,84035,ponta grossa,PR
554,80330,curitiba,PR
555,89218,joinville,SC
556,88056,floranopolis,SC
557,15155,jaci,SP
558,13170,sumare,SP
559,83070,sao jose dos pinhais,PR
560,9350,maua,SP
561,85980,guaira,PR
562,2118,sao paulo,SP
563,12242,sao jose dos campos,SP
564,29313,cachoeiro de itapemirim,ES
565,14150,serrana,SP
566,5108,sao paulo,SP
567,86604,rolandia,PR
568,4360,sao paulo,SP
569,23062,rio de janeiro,RJ
570,3029,sao paulo,SP
571,4054,sao paulo,SP
572,36415,congonhas,MG
573,15046,sao jose do rio preto,SP
574,5537,sao paulo,SP
575,12943,atibaia,SP
576,6852,itapecerica da serra,SP
577,83091,sao  jose dos pinhais,PR
578,18035,sorocaba,SP
579,18550,boituva,SP
580,13405,piracicaba,SP
581,3275,sao paulo,SP
582,14400,franca,SP
583,88495,garopaba,SC
584,90010,porto alegre,RS
585,17604,tupa,SP
586,3612,sao paulo,SP
587,5268,sao paulo,SP
588,13660,porto ferreira,SP
589,3059,sao paulo,SP
590,7600,mairipora,SP
591,1547,sao paulo,SP
592,13041,campinas,SP
593,16480,guaimbe,SP
594,95360,parai,RS
595,17700,osvaldo cruz,SP
596,9862,sao bernardo do campo,SP
597,37706,pocos de caldas,MG
598,28495,aperibe,RJ
599,35500,divinopolis,MG
600,1021,sao paulo,SP
601,17605,tupa,SP
602,80610,curitiba,PR
603,18053,sorocaba,SP
604,88715,jaguaruna,SC
605,86707,arapongas,PR
606,26210,nova iguacu,RJ
607,8250,sao paulo,SP
608,29101,vila velha,SP
609,14801,araraquara,SP
610,9182,santo andre,SP
611,89210,joinville,SC
612,13085,campinas,SP
613,21070,rio de janeiro,RJ
614,7194,guarulhos,SP
615,36052,juiz de fora,MG
616,23080,rio de janeiro,RJ
617,38230,fronteira,MG
618,14960,novo horizonte,SP
619,18185,pilar do sul,SP
620,15840,itajobi,SP
621,87050,maringa,PR
622,4815,sao paulo,SP
623,29142,cariacica / es,ES
624,36320,prados,MG
625,88020,florianopolis,SC
626,13560,sao carlos,SP
627,11065,santos,SP
628,8598,itaquaquecetuba,SP
629,62170,mucambo,CE
630,83409,colombo,PR
631,13504,rio claro,SP
632,14940,ibitinga,SP
633,95705,bento goncalves,RS
634,4041,sao paulo,SP
635,12080,taubate,SP
636,81210,curitiba,PR
637,87050,maringa,PR
638,86026,londrina,PR
639,1244,sao paulo,SP
640,39400,montes claros,MG
641,82810,curitiba,PR
642,4613,sao paulo,SP
643,9694,sao bernardo do campo,SP
644,11701,praia grande,SP
645,7152,guarulhos,SP
646,92310,canoas,RS
647,82510,curitiba,PR
648,36570,vicosa,MG
649,13090,campinas,SP
650,5201,sao paulo,SP
651,3126,sao paulo,SP
652,21041,rio de janeiro,RJ
653,82130,curitiba,PR
654,76804,porto velho,RO
655,40130,salvador,BA
656,13720,sao jose do rio pardo,SP
657,32260,contagem,MG
658,85501,pato branco,PR
659,36301,sao joao del rei,MG
660,14091,ribeirao preto,SP
661,19042,presidente prudente,SP
662,8743,mogi das cruzes,SP
663,26600,paracambi,RJ
664,13312,itu,SP
665,13930,serra negra,SP
666,15052,sao jose do rio preto,SP
667,9541,sao caetano do sul,SP
668,1420,sao paulo,SP
669,1239,sao paulo,SP
670,13418,piracicaba,SP
671,13820,jaguariuna,SP
672,4001,sao paulo,SP
673,17051,bauru,SP
674,15081,sao jose do rio preto,SP
675,9550,sao caetano do sul,SP
676,89256,jaragua do sul,SC
677,2523,sao paulo,SP
678,5462,sao paulo,SP
679,83411,colombo,PR
680,89069,blumenau,SC
681,36010,juiz de fora,SP
682,4154,sao paulo,SP
683,28660,bom jardim,RJ
684,58385,serra redonda,PB
685,14940,ibitinga,SP
686,82800,curitiba,PR
687,4133,sao paulo,SP
688,2851,sao paulo,SP
689,89240,sao francisco do sul,SC
690,7052,guarulhos,SP
691,29104,vila velha,ES
692,19010,presidente prudente,SP
693,32672,betim,MG
694,1303,sao paulo,SP
695,4676,sao paulo,SP
696,3910,sao paulo,SP
697,81200,curitiba,PR
698,9411,ribeirao pires,SP
699,81070,curitiba,PR
700,84430,imbituva,PR
701,83280,guaratuba,PR
702,91520,porto alegre,SP
703,5615,sao paulo,SP
704,64033,teresina,PI
705,4164,sao paulo,SP
706,91360,porto alegre,RS
707,14406,franca,SP
708,89900,sao miguel d'oeste,SC
709,18550,boituva,SP
710,12941,atibaia,SP
711,12230,sao jose dos campos,SP
712,18132,sao roque,SP
713,86820,california,PR
714,8020,sao paulo,SP
715,14802,araraquara,SP
716,7135,guarulhos,SP
717,17600,tupa,SP
718,2562,sao paulo,SP
719,84920,japira,PR
720,20751,rio de janeiro,RJ
721,70610,brasilia,DF
722,9190,santo andre,SP
723,85851,foz do iguacu,PR
724,12080,taubate,SP
725,9780,sao bernardo do campo,SP
726,13483,limeira,SP
727,13180,sumare,SP
728,2215,sao paulo,SP
729,8583,itaquaquecetuba,SP
730,28633,nova friburgo,RJ
731,21862,rio de janeiro,RJ
732,4438,sao paulo,SP
733,3521,sao paulo,SP
734,30120,belo horizonte,MG
735,37975,itau de minas,MG
736,3654,sao paulo,SP
737,36050,juiz de fora,MG
738,88085,florianopolis,SC
739,5171,sao paulo,SP
740,16200,birigui,SP
741,35540,oliveira,MG
742,34710,sabara,MG
743,19865,pedrinhas paulista,SP
744,9810,sao bernardo do campo,SP
745,31510,belo horizonte,MG
746,2515,sao paulo,SP
747,15500,votuporanga,SP
748,19025,presidente prudente,SP
749,13825,holambra,SP
750,8752,mogi das cruzes,SP
751,88901,ararangua,SC
752,83324,pinhais,PR
753,2117,sao paulo,SP
754,9540,sao caetano do sul,SP
755,4361,sao paulo,SP
756,3306,sao paulo,SP
757,86047,londrina,PR
758,4213,sao paulo,SP
759,14092,ribeirao preto,SP
760,14026,ribeirao preto,SP
761,16200,birigui,SP
762,1254,sao paulo,SP
763,74435,goiania,GO
764,1026,sao paulo,SP
765,26020,nova iguacu,RJ
766,7140,guarulhos,SP
767,90560,porto alegre,RS
768,3307,sao paulo,SP
769,2804,sao paulo,SP
770,13480,limeira,SP
771,22790,rio de janeiro,RJ
772,85948,pato bragado,PR
773,99500,carazinho,RS
774,38680,arinos,MG
775,13520,sao pedro,SP
776,88504,lages,SC
777,4122,sao paulo,SP
778,9320,maua,SP
779,1223,sao paulo,SP
780,13660,porto ferreira,SP
781,6365,carapicuiba,SP
782,85640,ampere,PR
783,35500,divinopolis,MG
784,30180,belo horizonte,MG
785,83010,sao jose dos pinhais,PR
786,1026,sao paulo,SP
787,35680,itauna,MG
788,11443,guaruja,SP
789,3065,sao paulo,SP
790,88063,florianopolis,SC
791,3533,sao paulo,SP
792,91901,porto alegre,RS
793,13800,mogi mirim,SP
794,89224,joinville,SC
795,89520,curitibanos,SC
796,71906,brasilia df,DF
797,37410,tres coracoes,MG
798,5849,sao paulo,SP
799,60346,fortaleza,CE
800,1403,sao paulo,SP
801,2727,sao paulo,SP
802,12215,sao jose dos campos,SP
803,8710,mogi das cruses,SP
804,2565,sao paulo,SP
805,4256,sao paulo,SP
806,13088,campinas,SP
807,13185,hortolandia,SP
808,4160,sao paulo,SP
809,30310,belo horizonte,MG
810,87025,maringa,PR
811,20771,rio de janeiro,RJ
812,12940,atibaia,SP
813,88210,porto belo,SC
814,85900,toledo,PR
815,17511,marilia,SP
816,82940,curitiba,PR
817,35162,ipatinga,MG
818,95059,caxias do sul,RS
819,88790,laguna,SP
820,13920,pedreira,SP
821,2407,sao paulo,SP
822,13041,campinas,SP
823,12942,atibaia,SP
824,36071,juiz de fora,MG
825,1310,sao paulo,SP
826,36213,dores de campos,MG
827,5353,sao paulo - sp,SP
828,2532,sao paulo,SP
829,9560,sao caetano do sul,SP
830,13603,araras,SP
831,37142,divisa nova,MG
832,5138,sao paulo,SP
833,7071,guarulhos,SP
834,9111,santo andre,SP
835,18040,sorocaba,SP
836,13085,campinas,SP
837,17350,igaracu do tiete,SP
838,13473,americana,SP
839,88353,brusque,SC
840,88350,brusque,SC
841,9510,sao caetano do sul,SP
842,38412,uberlandia,MG
843,14750,pitangueiras,SP
844,30120,belo horizonte,MG
845,14400,franca,SP
846,4131,sao paulo,SP
847,22451,rio de janeiro,RJ
848,4317,sao paulo,SP
849,1001,sao paulo,SP
850,5705,sao paulo,SP
851,81650,curitiba,PR
852,7160,guarulhos,SP
853,18085,sorocaba,SP
854,81020,curitiba,PR
855,79090,campo grande,MS
856,1226,sao paulo,SP
857,3303,sao paulo,SP
858,3567,sao paulo,SP
859,9270,santo andre,SP
860,17400,garca,SP
861,19470,presidente epitacio,SP
862,91510,porto alegre,RS
863,14940,ibitinga,SP
864,3613,sao paulo,SP
865,31255,belo horizonte,MG
866,14940,ibitinga,SP
867,74340,goiania,GO
868,2124,sao paulo,SP
869,14910,tabatinga,SP
870,9726,sbc/sp,SP
871,85904,toledo,PR
872,81730,curitiba,PR
873,89211,joinville,SC
874,5174,sao paulo,SP
875,45816,arraial d'ajuda (porto seguro),BA
876,13481,limeira,SP
877,61800,pacatuba,CE
878,13930,serra negra,SP
879,4087,sao paulo,SP
880,23095,rio de janeiro,RJ
881,73801,formosa,GO
882,7023,guarulhos,SP
883,3167,sao paulo,SP
884,4833,sao paulo,SP
885,24346,niteroi,RJ
886,37564,borda da mata,MG
887,81825,curitiba,PR
888,11680,ubatuba,SP
889,85988,entre rios do oeste,PR
890,13566,sao carlos,SP
891,37540,sao paulo,SP
892,15813,catanduva,SP
893,11013,santos,SP
894,20751,rio de janeiro,RJ
895,6768,taboao da serra,SP
896,3550,sao paulo,SP
897,35570,formiga,MG
898,1139,sao paulo,SP
899,11075,santos,SP
900,95012,caxias do sul,RS
901,27930,macae,RJ
902,42738,lauro de freitas,BA
903,31230,belo horizonte,MG
904,13506,rio claro,SP
905,95900,lajeado,RS
906,85804,cascavel,PR
907,14020,ribeirao preto,SP
908,95800,venancio aires,RS
909,79107,campo grande,MS
910,15041,sao jose do rio preto,SP
911,88370,navegantes,SC
912,30130,belo horizonte,MG
913,9633,sao bernardo do campo,SP
914,6717,cotia,SP
915,2220,sao paulo,SP
916,4456,sao paulo,SP
917,11070,santos,SP
918,13481,limeira,SP
919,6513,santana de parnaiba,SP
920,81050,curitiba,PR
921,12701,cruzeiro,SP
922,2372,sao paulo,SP
923,14940,ibitinga,SP
924,9920,diadema,SP
925,5041,sao paulo,SP
926,87050,maringa,PR
927,97050,santa maria,RS
928,71200,brasilia,DF
929,18047,sorocaba,SP
930,15085,sao jose do rio preto,SP
931,15130,mirassol,SP
932,6033,osasco,SP
933,36886,muriae,MG
934,1311,sao paulo,SP
935,2510,sao paulo,SP
936,92420,canoas,RS
937,22745,rio de janeiro,RJ
938,9810,sao bernardo do campo,SP
939,15076,sao jose do rio preto,SP
940,27274,volta redonda,RJ
941,7170,guarulhos,SP
942,4144,sao paulo,SP
943,5319,sao paulo,SP
944,5315,sao paulo,SP
945,4827,sao paulo,SP
946,9230,santo andre/sao paulo,SP
947,95240,ipe,RS
948,1230,sao paulo,SP
949,59775,messias targino,RN
950,25750,petropolis,RJ
951,1224,sao paulo,SP
952,13082,campinas,SP
953,2751,sao paulo,SP
954,81540,curitiba,PR
955,13660,porto ferreira,SP
956,37004,varginha,MG
957,31130,belo horizonte,MG
958,91150,porto alegre,RS
959,72125,brasilia,DF
960,14050,ribeirao preto,SP
961,18608,botucatu,SP
962,81320,curitiba,PR
963,8220,sao paulo,SP
964,29260,domingos martins,ES
965,13030,campinas,SP
966,3644,sao paulo,SP
967,38010,uberaba,MG
968,19027,presidente prudente,SP
969,1031,sao paulo,SP
970,3282,sao paulo,SP
971,35170,coronel fabriciano,MG
972,3390,sao paulo,SP
973,94930,cachoeirinha,RS
974,5311,sao paulo,SP
975,14940,ibitinga,SP
976,3333,sao paulo,SP
977,9320,maua,SP
978,24754,sao goncalo,RJ
979,9820,sao bernardo do campo,SP
980,15014,s jose do rio preto,SP
981,14092,ribeirao preto,SP
982,19820,taruma,SP
983,4088,sao paulo,SP
984,17400,garca,SP
985,7043,guarulhos,SP
986,38414,uberlandia,MG
987,13481,limeira,SP
988,4160,sao paulo,SP
989,4693,sao paulo,SP
990,3060,sao paulo,SP
991,13632,pirassununga,SP
992,2116,sao paulo,SP
993,8280,sao paulo,SP
994,18015,sorocaba,SP
995,18015,sorocaba,SP
