customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
46079,44665,74423,goiania,GO
60829,58855,22231,rio de janeiro,RJ
89829,86844,88110,sao jose,SC
84135,81353,3718,sao paulo,SP
76974,74462,28495,aperibe,RJ
83751,80984,11320,sao vicente,SP
1552,1508,16010,aracatuba,SP
32046,31081,78015,cuiaba,MT
5099,4992,92320,canoas,RS
52428,50798,32140,contagem,MG
56304,54517,31330,belo horizonte,MG
13804,13461,5093,sao paulo,SP
18395,17908,30441,belo horizonte,MG
7149,6996,11547,cubatao,SP
41257,39981,87030,maringa,PR
35092,34029,3923,sao paulo,SP
18666,18169,13232,campo limpo paulista,SP
322,319,86181,cambe,PR
55462,53713,9551,sao caetano do sul,SP
87276,84389,12243,sao jose dos campos,SP
25866,25117,5894,sao paulo,SP
40489,39247,3574,sao paulo,SP
76822,74315,39404,montes claros,MG
93047,89951,40323,salvador,BA
49444,47913,30240,belo horizonte,MG
65719,63588,22440,rio de janeiro,RJ
85477,82641,7020,guarulhos,SP
80853,78195,5596,sao paulo,SP
3806,3719,35935,sao goncalo do rio abaixo,MG
36240,35138,86600,rolandia,PR
8540,8362,37410,tres coracoes,MG
77690,75155,96570,cacapava do sul,RS
78563,76006,2435,sao paulo,SP
21663,21077,1424,sao paulo,SP
84900,82088,1537,sao paulo,SP
38368,37202,14050,ribeirao preto,SP
67316,65136,24722,sao goncalo,RJ
13914,13568,36680,sao joao nepomuceno,MG
83160,80413,6722,cotia,SP
18563,18071,24220,niteroi,RJ
31712,30763,92035,canoas,RS
39102,37911,22451,rio de janeiro,RJ
22587,21960,74160,goiania,GO
12626,12328,13610,leme,SP
73925,71523,13600,araras,SP
9594,9388,13201,jundiai,SP
54729,53011,55525,cortes,PE
14609,14242,35164,ipatinga,MG
1280,1239,3183,sao paulo,SP
78372,75821,14051,ribeirao preto,SP
1785,1734,88351,brusque,SC
66700,64537,60055,fortaleza,CE
4544,4449,95780,montenegro,RS
2975,2904,76630,itaberai,GO
77627,75092,12413,pindamonhangaba,SP
68570,66343,72620,brasilia,DF
62680,60646,14270,santa rosa de viterbo,SP
43704,42351,73780,agua fria de goias,GO
13284,12958,11065,santos,SP
52521,50887,99150,marau,RS
40841,39581,35790,curvelo,MG
19985,19448,24060,niteroi,RJ
70448,68156,36080,juiz de fora,MG
13953,13606,38408,uberlandia,MG
31405,30463,13843,mogi-guacu,SP
19044,18533,24350,niteroi,RJ
36809,35691,8150,sao paulo,SP
13196,12872,2559,sao paulo,SP
13410,13079,3755,sao paulo,SP
37272,36140,1227,sao paulo,SP
23872,23196,30575,belo horizonte,MG
75754,73287,6286,osasco,SP
83061,80318,4001,sao paulo,SP
4772,4673,12503,guaratingueta,SP
70900,68591,9895,sao bernardo do campo,SP
12866,12556,83209,paranagua,PR
84495,81698,16403,lins,SP
8917,8726,4401,sao paulo,SP
98563,95270,93700,campo bom,RS
2053,2002,14170,sertaozinho,SP
88908,85967,2846,sao paulo,SP
20077,19536,79640,tres lagoas,MS
66725,64562,32044,contagem,MG
33817,32791,24230,niteroi,RJ
38511,37341,9250,santo andre,SP
69902,67626,4160,sao paulo,SP
89715,86737,17208,jau,SP
59260,57347,81250,curitiba,PR
34443,33403,95780,montenegro,RS
84460,81666,88106,sao jose,SC
59879,57944,78307,campos de julio,MT
76415,73921,9530,sao caetano do sul,SP
6437,6297,13160,artur nogueira,SP
42017,40720,48950,uaua,BA
53045,51391,4342,sao paulo,SP
99391,96067,6624,jandira,SP
86990,84111,30431,belo horizonte,MG
26985,26198,4862,sao paulo,SP
72247,69900,13275,valinhos,SP
4277,4185,89705,concordia,SC
75844,73373,28625,nova friburgo,RJ
99263,95945,18051,sorocaba,SP
50385,48825,20550,rio de janeiro,RJ
22662,22032,35430,ponte nova,MG
41100,39831,89245,araquari,SC
51543,49942,12233,sao jose dos campos,SP
57324,55500,36881,muriae,MG
1152,1112,2302,sao paulo,SP
81668,78976,6455,barueri,SP
95075,91909,9061,santo andre,SP
76448,73952,88372,navegantes,SC
71034,68722,34004,nova lima,MG
55757,53989,75400,inhumas,GO
39661,38455,28250,italva,RJ
92238,89164,2082,sao paulo,SP
59914,57977,25802,tres rios,RJ
89954,86963,26185,belford roxo,RJ
25917,25167,97030,santa maria,RS
57864,56016,45585,itagiba,BA
45216,43824,88054,florianopolis,SC
14911,14536,4717,sao paulo,SP
99413,96086,38600,paracatu,MG
83350,80595,82310,curitiba,PR
5636,5520,22753,rio de janeiro,RJ
16420,16005,89825,xaxim,SC
65287,63168,20540,rio de janeiro,RJ
24097,23416,9250,santo andre,SP
89169,86221,85301,laranjeiras do sul,PR
99328,96009,4704,sao paulo,SP
60241,58291,8080,sao paulo,SP
14317,13960,62740,itapiuna,CE
37143,36017,8072,sao paulo,SP
77045,74530,7143,guarulhos,SP
80429,77787,13050,campinas,SP
49678,48139,52120,recife,PE
19179,18666,14055,ribeirao preto,SP
7697,7537,35500,divinopolis,MG
42373,41064,4772,sao paulo,SP
17191,16750,13403,piracicaba,SP
5653,5537,73808,formosa,GO
53522,51852,24220,niteroi,RJ
51399,49802,88058,florianopolis,SC
62192,60178,35430,ponte nova,MG
8026,7861,24315,niteroi,RJ
81453,78768,13400,piracicaba,SP
67573,65386,79130,rio brilhante,MS
81061,78392,2365,sao paulo,SP
89543,86576,3562,sao paulo,SP
55486,53735,4571,sao paulo,SP
23336,22680,16202,birigui,SP
23337,22680,16202,birigui,SP
63993,61916,93900,ivoti,RS
36030,34933,41820,salvador,BA
18707,18210,48903,juazeiro,BA
60249,58299,84025,ponta grossa,PR
4221,4129,29830,nova venecia,ES
51554,49953,58407,campina grande,PB
66822,64655,22280,rio de janeiro,RJ
23912,23233,6140,osasco,SP
67141,64967,18110,votorantim,SP
90256,87255,4561,sao paulo,SP
48908,47396,9321,maua,SP
30056,29164,56000,salgueiro,PE
77706,75170,12246,sao jose dos campos,SP
58692,56808,20011,rio de janeiro,RJ
88530,85602,12604,lorena,SP
13024,12705,3546,sao paulo,SP
13897,13551,24750,sao goncalo,RJ
36431,35324,11432,guaruja,SP
66367,64219,26083,nova iguacu,RJ
77640,75105,2114,sao paulo,SP
87085,84205,60834,fortaleza,CE
85223,82397,85910,toledo,PR
59412,57496,24360,niteroi,RJ
22144,21536,28943,sao pedro da aldeia,RJ
32002,31038,81670,curitiba,PR
72089,69748,9861,sao bernardo do campo,SP
24374,23680,22631,rio de janeiro,RJ
14865,14491,22783,rio de janeiro,RJ
95121,91952,75265,vianopolis,GO
6199,6067,57311,arapiraca,AL
16345,15930,45810,porto seguro,BA
22067,21464,27251,volta redonda,RJ
76991,74478,1536,sao paulo,SP
10282,10054,81540,curitiba,PR
70595,68299,24724,sao goncalo,RJ
81438,78753,1224,sao paulo,SP
19288,18775,26265,nova iguacu,RJ
18833,18333,6454,barueri,SP
32350,31371,76875,ariquemes,RO
33754,32730,89150,presidente getulio,SC
13192,12868,72548,brasilia,DF
66422,64272,31872,belo horizonte,MG
24141,23459,22440,rio de janeiro,RJ
50879,49304,88052,florianopolis,SC
57563,55725,83880,rio negro,PR
49575,48038,32260,contagem,MG
81395,78711,95050,caxias do sul,RS
18692,18195,91370,porto alegre,RS
71705,69376,60135,fortaleza,CE
21430,20850,20270,rio de janeiro,RJ
91875,88813,97110,santa maria,RS
90077,87079,21810,rio de janeiro,RJ
20064,19525,4649,sao paulo,SP
15835,15435,17209,jau,SP
52871,51220,51021,recife,PE
17203,16762,23059,rio de janeiro,RJ
38068,36907,9415,ribeirao pires,SP
51017,49434,55565,sao jose da coroa grande,PE
92741,89652,22631,rio de janeiro,RJ
5986,5863,29820,agua doce do norte,ES
34541,33498,9850,sao bernardo do campo,SP
65863,63727,75083,anapolis,GO
45841,44433,16700,guararapes,SP
97730,94477,25650,petropolis,RJ
65021,62908,3122,sao paulo,SP
31503,30558,8671,suzano,SP
47965,46492,95170,farroupilha,RS
72920,70552,9361,maua,SP
59257,57344,23076,rio de janeiro,RJ
64875,62768,12281,cacapava,SP
8175,8004,39900,almenara,MG
19571,19047,28893,rio das ostras,RJ
85998,83149,94080,gravatai,RS
41928,40635,51030,recife,PE
63849,61776,46100,brumado,BA
91062,88030,5577,sao paulo,SP
79155,76572,30380,belo horizonte,MG
23946,23267,8235,sao paulo,SP
90531,87518,22755,rio de janeiro,RJ
4619,4523,28051,campos dos goytacazes,RJ
5157,5050,17512,marilia,SP
65819,63685,35900,itabira,MG
85264,82437,18070,sorocaba,SP
86331,83471,23040,rio de janeiro,RJ
48370,46883,4617,sao paulo,SP
6849,6703,78540,claudia,MT
5248,5140,88045,florianopolis,SC
40193,38963,21240,rio de janeiro,RJ
87427,84538,7072,guarulhos,SP
89587,86618,30881,belo horizonte,MG
19396,18877,22780,rio de janeiro,RJ
58245,56380,2452,sao paulo,SP
30124,29229,35660,para de minas,MG
24100,23419,24240,niteroi,RJ
96296,93091,14530,miguelopolis,SP
51277,49686,14745,terra roxa,SP
15276,14892,13140,paulinia,SP
29234,28366,38442,araguari,MG
29235,28366,38442,araguari,MG
88726,85791,32145,contagem,MG
50382,48822,22775,rio de janeiro,RJ
79729,77118,12288,cacapava,SP
40106,38877,88505,lages,SC
52508,50874,72210,brasilia,DF
60763,58791,23090,rio de janeiro,RJ
98974,95669,6824,embu das artes,SP
26363,25600,28997,saquarema,RJ
19775,19244,21550,rio de janeiro,RJ
90886,87862,13482,limeira,SP
97072,93836,92425,canoas,RS
18036,17563,15010,sao jose do rio preto,SP
42062,40765,12081,taubate,SP
44962,43574,60055,fortaleza,CE
54991,53262,15775,santa fe do sul,SP
21415,20835,7700,caieiras,SP
73784,71386,3575,sao paulo,SP
49719,48179,23810,itaguai,RJ
5681,5564,36800,carangola,MG
98846,95547,39648,chapada do norte,MG
91115,88083,13063,campinas,SP
17394,16949,87900,loanda,PR
83560,80797,14409,franca,SP
30077,29185,27470,passa tres,RJ
85208,82383,18190,aracoiaba da serra,SP
15046,14671,26022,nova iguacu,RJ
96073,92871,91751,porto alegre,RS
16538,16122,29305,cachoeiro de itapemirim,ES
52961,51307,24812,itaborai,RJ
24800,24098,36047,juiz de fora,MG
26604,25833,13486,limeira,SP
22797,22159,28495,aperibe,RJ
21696,21110,29090,vitoria,ES
43314,41979,20230,rio de janeiro,RJ
95542,92352,3429,sao paulo,SP
80425,77784,89280,sao bento do sul,SC
4028,3937,26013,nova iguacu,RJ
89200,86252,13339,indaiatuba,SP
51508,49907,96211,rio grande,RS
15235,14852,95097,caxias do sul,RS
10906,10657,18550,boituva,SP
17186,16745,25963,teresopolis,RJ
6153,6024,12995,pinhalzinho,SP
37088,35964,56312,petrolina,PE
48952,47439,59063,natal,RN
98898,95598,9950,diadema,SP
71353,69035,80230,curitiba,PR
47113,45668,1526,sao paulo,SP
33400,32386,9030,santo andre,SP
94636,91485,8431,sao paulo,SP
4352,4260,18900,santa cruz do rio pardo,SP
91967,88903,47800,barreiras,BA
95044,91879,13845,mogi-guacu,SP
91440,88392,4313,sao paulo,SP
38464,37295,88085,florianopolis,SC
7694,7534,39480,januaria,MG
17539,17089,27170,ipiabas,RJ
28415,27574,76105,firminopolis,GO
84986,82171,89227,joinville,SC
87723,84819,20530,rio de janeiro,RJ
87403,84514,6414,barueri,SP
31221,30285,13733,mococa,SP
44522,43145,30882,belo horizonte,MG
90876,87852,4297,sao paulo,SP
4377,4283,23058,rio de janeiro,RJ
10857,10609,85139,vitoria,PR
80408,77767,29057,vitoria,ES
3450,3370,27600,valenca,RJ
5473,5361,89900,sao miguel do oeste,SC
91418,88371,26210,nova iguacu,RJ
65317,63197,14405,franca,SP
93540,90431,40323,salvador,BA
79072,76495,74825,goiania,GO
60475,58516,3423,sao paulo,SP
64101,62021,20561,rio de janeiro,RJ
70785,68485,9614,sao bernardo do campo,SP
87917,85008,13840,mogi-guacu,SP
4617,4521,2410,sao paulo,SP
17595,17144,13346,indaiatuba,SP
28753,27900,5021,sao paulo,SP
77346,74818,1008,sao paulo,SP
11927,11649,12945,atibaia,SP
98253,94976,39401,montes claros,MG
21193,20618,71907,brasilia,DF
78801,76232,84061,ponta grossa,PR
76142,73659,13635,pirassununga,SP
47094,45650,13412,piracicaba,SP
733,704,15700,jales,SP
8174,8003,25585,sao joao de meriti,RJ
70179,67895,50960,recife,PE
49359,47831,2374,sao paulo,SP
37515,36375,11310,sao vicente,SP
30517,29600,55570,rio formoso,PE
81504,78814,31975,belo horizonte,MG
76128,73645,20040,rio de janeiro,RJ
40312,39078,2804,sao paulo,SP
54730,53012,20775,rio de janeiro,RJ
72952,70583,71720,brasilia,DF
42665,41349,23906,angra dos reis,RJ
95297,92120,29026,vitoria,ES
10925,10674,71915,brasilia,DF
44560,43182,5108,sao paulo,SP
83010,80267,29055,vitoria,ES
20357,19809,22461,rio de janeiro,RJ
78143,75596,3254,sao paulo,SP
46498,45069,12246,sao jose dos campos,SP
90377,87369,45700,itapetinga,BA
48806,47300,8081,sao paulo,SP
8323,8150,77440,gurupi,TO
51540,49939,31170,belo horizonte,MG
63441,61383,86188,cambe,PR
41020,39754,54315,jaboatao dos guararapes,PE
22230,21618,1044,sao paulo,SP
72810,70447,48967,nucleo residencial pilar,BA
36575,35467,11070,santos,SP
2308,2254,41630,salvador,BA
138,138,13515,charqueada,SP
31003,30073,6283,osasco,SP
94904,91745,37975,itau de minas,MG
55651,53889,4809,sao paulo,SP
29271,28402,98200,ibiruba,RS
3156,3081,11250,bertioga,SP
10113,9893,71250,brasilia,DF
23617,22951,32115,contagem,MG
3183,3107,45570,ipiau,BA
18628,18132,13485,limeira,SP
73620,71228,2443,sao paulo,SP
42825,41502,17205,jau,SP
13395,13064,35720,matozinhos,MG
79203,76617,27213,volta redonda,RJ
69489,67228,80620,curitiba,PR
44392,43018,64053,teresina,PI
14866,14492,5782,sao paulo,SP
46144,44727,38408,uberlandia,MG
3541,3461,31748,belo horizonte,MG
93872,90749,48180,entre rios,BA
41072,39805,37500,itajuba,MG
33794,32769,13050,campinas,SP
78880,76311,6600,jandira,SP
11635,11366,2418,sao paulo,SP
75522,73062,78320,juina,MT
17822,17360,35502,divinopolis,MG
22352,21735,91160,porto alegre,RS
70887,68578,7600,mairipora,SP
4040,3949,21660,rio de janeiro,RJ
11562,11295,8381,sao paulo,SP
57081,55266,64017,teresina,PI
62882,60840,85960,marechal candido rondon,PR
69058,66813,18111,votorantim,SP
33613,32594,9840,sao bernardo do campo,SP
30843,29918,8240,sao paulo,SP
76733,74229,29046,vitoria,ES
89667,86694,7862,franco da rocha,SP
17558,17108,30290,belo horizonte,MG
9075,8879,6708,cotia,SP
56152,54367,18707,avare,SP
71051,68739,9627,sao bernardo do campo,SP
