mql_id,first_contact_date,landing_page_id_NEW,origin
2797,2/12/2018,1,social
2798,2/15/2018,1,social
2805,2/21/2018,1,social
2815,1/7/2018,1,social
2834,2/4/2018,1,social
2843,12/26/2017,1,unknown
2869,11/24/2017,1,social
2872,1/9/2018,1,social
2877,3/3/2018,1,social
2892,11/21/2017,1,social
2938,2/3/2018,1,social
2939,11/15/2017,1,social
3043,3/7/2018,1,social
3068,3/7/2018,1,other_publicities
3084,11/5/2017,1,social
3090,11/8/2017,1,social
3144,10/29/2017,1,social
3149,1/9/2018,1,social
3197,1/2/2018,1,social
3198,3/4/2018,1,social
3215,1/4/2018,1,social
3226,1/2/2018,1,social
3272,1/19/2018,1,social
3317,12/16/2017,1,social
3322,10/10/2017,1,social
3333,11/29/2017,1,social
3345,1/28/2018,1,social
3351,1/24/2018,1,direct_traffic
3390,1/2/2018,1,social
3399,11/9/2017,1,social
3413,12/22/2017,1,organic_search
3418,10/20/2017,1,social
3423,12/26/2017,1,organic_search
3433,3/9/2018,1,social
3438,2/12/2018,1,social
3440,12/7/2017,1,social
3471,1/29/2018,1,social
3526,12/25/2017,1,social
3540,2/15/2018,1,social
3623,11/12/2017,1,social
3626,11/7/2017,1,social
3639,2/7/2018,1,social
3655,1/27/2018,1,social
3666,12/15/2017,1,social
3677,10/25/2017,1,social
3680,1/17/2018,1,social
3713,1/22/2018,1,social
3719,11/28/2017,1,social
3721,12/1/2017,1,social
3735,2/14/2018,1,social
3740,11/10/2017,1,social
3748,1/30/2018,1,social
3767,10/10/2017,1,social
3768,2/5/2018,1,social
3785,2/17/2018,1,social
3831,2/25/2018,1,social
3838,1/20/2018,1,social
3855,1/30/2018,1,organic_search
3857,3/12/2018,1,social
3874,2/6/2018,1,social
3887,2/13/2018,1,social
3947,2/15/2018,1,social
3954,10/7/2017,1,social
3978,12/30/2017,1,social
3982,10/28/2017,1,social
4003,1/7/2018,1,social
4022,1/19/2018,1,social
4026,3/9/2018,1,social
4028,2/16/2018,1,social
4031,11/23/2017,1,social
4079,1/21/2018,1,social
4119,2/7/2018,1,social
4122,2/5/2018,1,social
4138,3/3/2018,1,social
4147,2/9/2018,1,social
4163,1/4/2018,1,social
4176,11/1/2017,1,social
4183,1/20/2018,1,social
4202,2/6/2018,1,social
4212,2/26/2018,1,social
4254,3/8/2018,1,social
4259,3/8/2018,1,social
4295,1/6/2018,1,social
4313,2/17/2018,1,social
4342,1/30/2018,1,social
4346,11/22/2017,1,social
4360,1/1/2018,1,social
4374,2/8/2018,1,social
4378,1/17/2018,1,social
4389,2/21/2018,1,social
4392,2/1/2018,1,social
4427,11/12/2017,1,social
4490,11/2/2017,1,social
4507,10/15/2017,1,social
4512,1/6/2018,1,social
4520,1/21/2018,1,social
4527,3/12/2018,1,social
4533,1/28/2018,1,social
4557,1/9/2018,1,social
4569,2/10/2018,1,other
4576,10/11/2017,1,social
4601,2/23/2018,1,social
4626,1/9/2018,1,social
4654,10/7/2017,1,social
4673,12/6/2017,1,social
4697,1/28/2018,1,social
4698,11/19/2017,1,social
4727,1/17/2018,1,social
4731,1/24/2018,1,display
4734,10/7/2017,1,social
4740,2/24/2018,1,social
4821,3/12/2018,1,social
4832,1/17/2018,1,social
4852,2/1/2018,1,social
4861,2/19/2018,1,social
4877,2/7/2018,1,social
4883,11/21/2017,1,social
4892,2/11/2018,1,social
4907,2/20/2018,1,social
4944,11/7/2017,1,social
4950,1/4/2018,1,social
4952,11/9/2017,1,social
4954,12/29/2017,1,social
4959,2/12/2018,1,social
5028,3/11/2018,1,social
5082,2/6/2018,1,social
5083,11/28/2017,1,social
5087,2/5/2018,1,paid_search
5092,3/5/2018,1,social
5097,11/29/2017,1,social
5100,1/20/2018,1,social
5151,1/9/2018,1,social
5155,2/4/2018,1,social
5183,3/5/2018,1,social
5193,2/22/2018,1,social
5221,2/6/2018,1,social
5235,1/3/2018,1,social
5249,2/1/2018,1,social
5262,12/23/2017,1,social
5274,2/20/2018,1,social
5279,3/14/2018,1,social
5298,3/4/2018,1,direct_traffic
5300,3/15/2018,1,paid_search
5309,1/29/2018,1,social
5335,3/5/2018,1,social
5365,1/4/2018,1,social
5400,10/11/2017,1,other_publicities
5419,1/10/2018,1,social
5438,2/22/2018,1,social
5452,1/8/2018,1,social
5460,2/14/2018,1,social
5490,2/6/2018,1,social
5498,1/21/2018,1,social
5502,1/16/2018,1,social
5569,2/1/2018,1,social
5584,10/30/2017,1,social
5607,12/26/2017,1,social
5649,11/30/2017,1,social
5702,1/15/2018,1,social
5715,12/26/2017,1,social
5741,11/22/2017,1,social
5768,1/23/2018,1,social
5772,2/17/2018,1,social
5776,1/29/2018,1,social
5778,11/2/2017,1,social
5782,1/15/2018,1,social
5790,2/11/2018,1,social
5791,11/10/2017,1,social
5793,2/6/2018,1,social
5794,3/6/2018,1,social
5806,11/27/2017,1,organic_search
5863,3/14/2018,1,social
5875,3/5/2018,1,social
5887,1/16/2018,1,social
5896,11/6/2017,1,social
5900,11/5/2017,1,social
5902,10/17/2017,1,social
5922,1/25/2018,1,social
5923,3/9/2018,1,social
5935,2/25/2018,1,other
5954,3/5/2018,1,social
5962,11/19/2017,1,social
5969,10/15/2017,1,social
6001,11/16/2017,1,social
6004,10/28/2017,1,social
6037,3/7/2018,1,social
6042,11/3/2017,1,social
6062,11/8/2017,1,social
6079,11/22/2017,1,social
6104,2/12/2018,1,social
6109,3/13/2018,1,unknown
6118,2/15/2018,1,social
6143,3/4/2018,1,social
6146,2/11/2018,1,social
6176,11/22/2017,1,social
6200,1/3/2018,1,social
6205,11/10/2017,1,social
6211,1/8/2018,1,social
6232,1/26/2018,1,social
6298,12/22/2017,1,social
6299,2/11/2018,1,social
6304,1/28/2018,1,social
6323,12/21/2017,1,social
6343,1/31/2018,1,social
6344,10/29/2017,1,social
6348,12/19/2017,1,social
6372,12/21/2017,1,social
6380,12/28/2017,1,social
6420,1/3/2018,1,social
6436,2/12/2018,1,social
6447,1/11/2018,1,social
6452,1/2/2018,1,social
6471,2/25/2018,1,social
6473,1/26/2018,1,social
6482,2/23/2018,1,social
6486,12/15/2017,1,unknown
6541,3/12/2018,1,social
6593,3/5/2018,1,social
6619,1/17/2018,1,social
6632,2/6/2018,1,social
6637,2/2/2018,1,social
6662,2/7/2018,1,social
6691,2/15/2018,1,social
6705,11/21/2017,1,social
6706,10/19/2017,1,social
6734,2/20/2018,1,social
6750,2/25/2018,1,social
6788,2/11/2018,1,social
6789,12/26/2017,1,social
6794,2/12/2018,1,social
6795,3/10/2018,1,social
6805,1/28/2018,1,social
6824,10/14/2017,1,social
6864,2/11/2018,1,social
6897,2/5/2018,1,social
6899,2/10/2018,1,social
6907,1/25/2018,1,social
6923,2/8/2018,1,social
6940,12/12/2017,1,social
6949,1/15/2018,1,social
6986,10/11/2017,1,social
7000,2/15/2018,1,social
7038,2/2/2018,1,social
7092,1/22/2018,1,social
7101,2/19/2018,1,unknown
7110,2/14/2018,1,referral
7115,2/24/2018,1,social
7118,1/29/2018,1,social
7140,1/5/2018,1,social
7176,2/16/2018,1,social
7189,11/11/2017,1,social
7196,11/4/2017,1,social
7222,1/7/2018,1,paid_search
7251,2/7/2018,1,social
7257,3/4/2018,1,social
7260,2/15/2018,1,social
7285,10/28/2017,1,social
7338,2/7/2018,1,social
7348,1/28/2018,1,social
7360,2/23/2018,1,social
7373,11/11/2017,1,social
7374,1/30/2018,1,social
7394,12/1/2017,1,organic_search
7397,2/22/2018,1,social
7417,12/3/2017,1,social
7424,1/10/2018,1,social
7450,2/18/2018,1,social
7452,1/19/2018,1,social
7453,11/28/2017,1,social
7514,11/8/2017,1,social
7531,11/22/2017,1,social
7541,2/11/2018,1,social
7557,1/1/2018,1,social
7570,2/18/2018,1,social
7600,10/14/2017,1,social
7601,10/8/2017,1,social
7640,1/11/2018,1,social
7666,11/5/2017,1,social
7669,2/26/2018,1,social
7719,10/19/2017,1,organic_search
7729,11/30/2017,1,social
7736,11/23/2017,1,social
7738,2/19/2018,1,social
7770,11/6/2017,1,social
7773,1/17/2018,1,social
7774,2/1/2018,1,social
7777,1/29/2018,1,social
7780,2/9/2018,1,unknown
7809,3/11/2018,1,social
7819,11/2/2017,1,social
7851,10/8/2017,1,social
7853,1/12/2018,1,social
7868,10/12/2017,1,social
7884,10/7/2017,1,social
7898,1/11/2018,1,unknown
7951,2/3/2018,1,social
7954,3/3/2018,1,social
7981,3/14/2018,1,social
7993,1/7/2018,1,social
7995,2/4/2018,1,social
2,10/20/2017,2,paid_search
90,3/24/2018,2,paid_search
91,9/15/2017,2,paid_search
111,10/18/2017,2,paid_search
249,10/3/2017,2,paid_search
419,10/6/2017,2,paid_search
532,11/6/2017,2,paid_search
791,10/6/2017,2,paid_search
818,3/29/2018,2,paid_search
1021,3/24/2018,2,paid_search
1249,9/17/2017,2,display
1569,10/6/2017,2,organic_search
1669,10/23/2017,2,paid_search
1880,7/5/2017,2,display
2112,5/28/2018,2,organic_search
2129,10/7/2017,2,paid_search
2158,9/20/2017,2,paid_search
2196,8/29/2017,2,organic_search
2351,9/23/2017,2,paid_search
2419,8/20/2017,2,paid_search
2690,9/20/2017,2,paid_search
3380,9/16/2017,2,paid_search
3414,11/1/2017,2,paid_search
3455,3/5/2018,2,paid_search
3488,10/6/2017,2,organic_search
3499,9/4/2017,2,paid_search
3574,8/23/2017,2,paid_search
3799,2/15/2018,2,paid_search
3889,3/28/2018,2,paid_search
3987,8/25/2017,2,organic_search
4216,10/1/2017,2,paid_search
4261,9/30/2017,2,paid_search
4350,3/1/2018,2,paid_search
4454,11/23/2017,2,organic_search
4595,8/21/2017,2,organic_search
4629,10/6/2017,2,paid_search
4672,10/6/2017,2,other
4724,10/4/2017,2,paid_search
4776,9/25/2017,2,paid_search
4785,1/16/2018,2,paid_search
4894,10/18/2017,2,paid_search
5102,10/26/2017,2,organic_search
5119,7/24/2017,2,unknown
5209,10/31/2017,2,organic_search
5236,9/9/2017,2,paid_search
5474,8/23/2017,2,paid_search
5646,8/27/2017,2,paid_search
5803,4/2/2018,2,paid_search
5983,9/27/2017,2,paid_search
6339,10/22/2017,2,paid_search
6444,8/9/2017,2,direct_traffic
6605,10/24/2017,2,organic_search
6678,3/28/2018,2,paid_search
6753,3/4/2018,2,organic_search
6800,1/3/2018,2,paid_search
6846,4/5/2018,2,referral
6913,8/8/2017,2,organic_search
6952,9/25/2017,2,organic_search
7054,3/15/2018,2,organic_search
7173,3/28/2018,2,paid_search
7208,7/10/2017,2,organic_search
7464,12/5/2017,2,organic_search
7475,3/21/2018,2,paid_search
7518,9/28/2017,2,paid_search
7566,4/24/2018,2,paid_search
7820,5/25/2018,2,paid_search
3,3/22/2018,3,organic_search
20,2/23/2018,3,organic_search
23,3/12/2018,3,unknown
33,2/22/2018,3,organic_search
98,5/14/2018,3,display
336,1/2/2018,3,organic_search
448,5/23/2018,3,organic_search
469,5/29/2018,3,organic_search
494,3/21/2018,3,organic_search
506,4/6/2018,3,display
542,11/12/2017,3,organic_search
601,10/6/2017,3,paid_search
607,1/8/2018,3,display
613,10/23/2017,3,organic_search
615,5/7/2018,3,organic_search
646,3/8/2018,3,organic_search
689,7/31/2017,3,direct_traffic
699,3/15/2018,3,organic_search
731,5/7/2018,3,organic_search
799,2/2/2018,3,organic_search
800,1/25/2018,3,direct_traffic
805,4/29/2018,3,organic_search
865,10/9/2017,3,direct_traffic
985,5/27/2018,3,display
990,1/8/2018,3,direct_traffic
1011,2/12/2018,3,organic_search
1118,5/23/2018,3,organic_search
1243,10/11/2017,3,direct_traffic
1376,5/30/2018,3,unknown
1407,2/21/2018,3,organic_search
1418,2/21/2018,3,organic_search
1433,5/3/2018,3,display
1470,10/2/2017,3,unknown
1485,2/9/2018,3,display
1489,5/11/2018,3,organic_search
1552,1/11/2018,3,organic_search
1579,10/20/2017,3,organic_search
1600,2/5/2018,3,organic_search
1652,5/31/2018,3,direct_traffic
1655,3/25/2018,3,organic_search
1712,3/5/2018,3,paid_search
1839,5/31/2018,3,organic_search
1924,1/3/2018,3,organic_search
1958,1/9/2018,3,organic_search
1975,11/25/2017,3,direct_traffic
2001,1/7/2018,3,direct_traffic
2051,3/12/2018,3,
2099,1/12/2018,3,organic_search
2113,10/31/2017,3,paid_search
2208,5/27/2018,3,organic_search
2216,1/31/2018,3,organic_search
2245,3/2/2018,3,organic_search
2298,4/7/2018,3,display
2449,1/4/2018,3,display
2459,2/26/2018,3,organic_search
2466,1/13/2018,3,social
2486,2/6/2018,3,organic_search
2544,10/23/2017,3,direct_traffic
2745,5/7/2018,3,display
2871,10/21/2017,3,display
2905,4/30/2018,3,paid_search
2943,9/15/2017,3,organic_search
2968,2/9/2018,3,organic_search
3014,2/5/2018,3,display
3045,2/21/2018,3,organic_search
3087,4/19/2018,3,organic_search
3127,3/18/2018,3,unknown
3264,1/10/2018,3,paid_search
3342,2/21/2018,3,organic_search
3354,11/16/2017,3,organic_search
3462,2/19/2018,3,display
3512,11/14/2017,3,organic_search
3522,2/12/2018,3,organic_search
3637,3/15/2018,3,organic_search
3755,2/9/2018,3,organic_search
3815,5/12/2018,3,organic_search
3848,11/6/2017,3,organic_search
3896,1/2/2018,3,organic_search
3943,5/2/2018,3,organic_search
3948,3/26/2018,3,organic_search
4064,4/18/2018,3,referral
4109,5/19/2018,3,display
4114,3/24/2018,3,organic_search
4124,5/8/2018,3,referral
4200,1/17/2018,3,organic_search
4205,1/6/2018,3,paid_search
4272,3/19/2018,3,organic_search
4275,2/12/2018,3,organic_search
4302,11/10/2017,3,organic_search
4388,9/13/2017,3,organic_search
4424,1/15/2018,3,display
4538,3/3/2018,3,organic_search
4617,3/4/2018,3,organic_search
4645,3/14/2018,3,display
4743,2/25/2018,3,display
4790,4/2/2018,3,display
4816,1/10/2018,3,display
4858,5/15/2018,3,organic_search
4922,5/17/2018,3,organic_search
4971,1/29/2018,3,organic_search
4994,10/5/2017,3,paid_search
5131,2/15/2018,3,referral
5179,3/5/2018,3,organic_search
5191,3/29/2018,3,direct_traffic
5283,1/4/2018,3,organic_search
5297,4/7/2018,3,referral
5322,11/13/2017,3,organic_search
5383,1/11/2018,3,organic_search
5472,5/13/2018,3,email
5480,2/23/2018,3,display
5557,2/16/2018,3,referral
5564,2/12/2018,3,display
5802,1/30/2018,3,organic_search
5838,2/9/2018,3,social
5859,1/22/2018,3,organic_search
5927,4/29/2018,3,email
5991,4/5/2018,3,display
6056,1/29/2018,3,organic_search
6067,4/4/2018,3,organic_search
6110,3/5/2018,3,organic_search
6338,5/22/2018,3,unknown
6512,4/22/2018,3,display
6552,1/15/2018,3,organic_search
6564,1/18/2018,3,organic_search
6615,3/2/2018,3,organic_search
6638,1/15/2018,3,organic_search
6639,5/7/2018,3,organic_search
6654,4/30/2018,3,organic_search
6676,1/30/2018,3,email
6740,12/25/2017,3,organic_search
6844,3/21/2018,3,display
6885,3/22/2018,3,display
6993,1/6/2018,3,organic_search
7006,5/16/2018,3,organic_search
7048,10/12/2017,3,paid_search
7056,1/4/2018,3,organic_search
7086,11/16/2017,3,organic_search
7111,1/13/2018,3,organic_search
7124,5/6/2018,3,organic_search
7157,5/26/2018,3,paid_search
7195,2/27/2018,3,organic_search
7266,2/14/2018,3,display
7284,1/26/2018,3,organic_search
7297,2/27/2018,3,organic_search
7432,3/26/2018,3,display
7477,5/19/2018,3,organic_search
7501,1/20/2018,3,organic_search
7504,3/5/2018,3,referral
7602,2/1/2018,3,paid_search
7660,1/31/2018,3,organic_search
7662,1/6/2018,3,organic_search
7687,1/4/2018,3,organic_search
7769,5/23/2018,3,display
7795,10/6/2017,3,paid_search
7828,3/14/2018,3,organic_search
7979,3/28/2018,3,organic_search
4,1/22/2018,4,email
561,1/22/2018,4,other
957,1/22/2018,4,email
982,1/22/2018,4,email
1086,1/25/2018,4,referral
1362,1/22/2018,4,email
1628,1/22/2018,4,email
2218,1/22/2018,4,referral
2243,1/22/2018,4,email
3064,1/22/2018,4,email
3129,1/22/2018,4,email
3339,1/23/2018,4,referral
3588,1/22/2018,4,paid_search
3590,1/22/2018,4,organic_search
4168,1/23/2018,4,email
4504,1/22/2018,4,organic_search
4837,1/22/2018,4,email
4900,1/24/2018,4,email
5063,1/29/2018,4,email
5187,1/23/2018,4,email
5386,1/23/2018,4,email
5591,2/6/2018,4,email
5950,1/22/2018,4,other
6092,1/22/2018,4,referral
6280,1/24/2018,4,referral
6584,1/26/2018,4,email
6736,1/22/2018,4,email
6757,1/24/2018,4,other
6766,1/22/2018,4,display
7611,1/26/2018,4,organic_search
7613,1/23/2018,4,unknown
7653,1/22/2018,4,other
5,2/21/2018,5,organic_search
26,9/11/2017,5,organic_search
496,3/16/2018,5,direct_traffic
572,7/17/2017,5,direct_traffic
1064,1/10/2018,5,organic_search
1444,1/6/2018,5,organic_search
1688,11/1/2017,5,organic_search
1873,10/4/2017,5,organic_search
2143,1/21/2018,5,organic_search
2229,1/17/2018,5,organic_search
2684,7/18/2017,5,organic_search
3018,1/25/2018,5,direct_traffic
3029,2/9/2018,5,organic_search
3301,2/6/2018,5,organic_search
3381,4/9/2018,5,organic_search
3450,2/26/2018,5,organic_search
3737,2/23/2018,5,organic_search
3797,5/14/2018,5,referral
4075,9/22/2017,5,organic_search
4224,2/11/2018,5,organic_search
4316,8/18/2017,5,paid_search
4566,8/26/2017,5,direct_traffic
4635,1/24/2018,5,direct_traffic
4653,2/2/2018,5,organic_search
4677,4/5/2018,5,organic_search
4839,3/26/2018,5,organic_search
4910,8/14/2017,5,organic_search
5252,11/21/2017,5,organic_search
5285,2/6/2018,5,referral
5486,8/9/2017,5,paid_search
5556,2/16/2018,5,organic_search
5572,5/3/2018,5,organic_search
5677,1/19/2018,5,organic_search
5788,2/1/2018,5,organic_search
5801,8/21/2017,5,organic_search
5805,1/18/2018,5,organic_search
5822,11/1/2017,5,organic_search
6008,3/2/2018,5,organic_search
6030,4/16/2018,5,organic_search
6071,3/9/2018,5,organic_search
6222,4/4/2018,5,organic_search
6267,1/5/2018,5,organic_search
6973,10/6/2017,5,organic_search
7012,4/10/2018,5,organic_search
7191,11/14/2017,5,paid_search
7463,2/2/2018,5,direct_traffic
7673,2/1/2018,5,paid_search
7732,2/5/2018,5,organic_search
7804,1/22/2018,5,direct_traffic
7955,2/6/2018,5,organic_search
7998,8/27/2017,5,organic_search
6,1/14/2018,6,organic_search
19,1/15/2018,6,direct_traffic
24,4/14/2018,6,organic_search
25,12/31/2017,6,display
29,4/15/2018,6,social
32,1/26/2018,6,paid_search
40,1/14/2018,6,paid_search
41,1/3/2018,6,referral
48,4/5/2018,6,direct_traffic
69,5/20/2018,6,organic_search
77,8/7/2017,6,paid_search
81,8/24/2017,6,referral
101,4/4/2018,6,organic_search
119,4/29/2018,6,organic_search
122,2/21/2018,6,social
124,7/7/2017,6,
128,1/14/2018,6,referral
148,4/15/2018,6,direct_traffic
149,1/31/2018,6,organic_search
156,3/6/2018,6,direct_traffic
163,4/1/2018,6,organic_search
171,4/23/2018,6,direct_traffic
172,1/19/2018,6,display
177,1/10/2018,6,organic_search
191,4/5/2018,6,organic_search
195,3/26/2018,6,direct_traffic
203,4/27/2018,6,direct_traffic
207,12/6/2017,6,organic_search
210,5/7/2018,6,organic_search
215,1/5/2018,6,organic_search
217,4/5/2018,6,paid_search
219,10/31/2017,6,unknown
225,5/12/2018,6,social
226,1/22/2018,6,organic_search
231,5/9/2018,6,organic_search
235,5/24/2018,6,organic_search
244,11/28/2017,6,paid_search
256,4/20/2018,6,organic_search
261,11/9/2017,6,organic_search
262,3/20/2018,6,paid_search
265,3/22/2018,6,direct_traffic
279,2/5/2018,6,organic_search
285,11/14/2017,6,organic_search
293,5/24/2018,6,organic_search
299,10/31/2017,6,paid_search
315,1/13/2018,6,organic_search
340,4/9/2018,6,paid_search
344,5/9/2018,6,organic_search
345,3/10/2018,6,unknown
356,3/24/2018,6,organic_search
364,9/13/2017,6,organic_search
372,4/16/2018,6,social
376,5/29/2018,6,organic_search
380,1/24/2018,6,organic_search
385,1/28/2018,6,organic_search
394,2/1/2018,6,organic_search
400,8/31/2017,6,organic_search
405,2/21/2018,6,direct_traffic
409,2/24/2018,6,organic_search
420,10/2/2017,6,organic_search
423,3/20/2018,6,organic_search
436,8/30/2017,6,unknown
462,4/10/2018,6,social
481,4/23/2018,6,paid_search
497,9/12/2017,6,direct_traffic
499,2/8/2018,6,organic_search
509,1/12/2018,6,organic_search
513,2/21/2018,6,paid_search
518,5/10/2018,6,organic_search
531,1/19/2018,6,organic_search
537,4/17/2018,6,organic_search
545,12/14/2017,6,organic_search
549,3/1/2018,6,organic_search
550,5/17/2018,6,social
570,5/16/2018,6,organic_search
578,5/9/2018,6,organic_search
582,1/12/2018,6,unknown
584,5/28/2018,6,organic_search
585,2/4/2018,6,organic_search
590,5/23/2018,6,organic_search
603,5/29/2018,6,organic_search
626,1/11/2018,6,unknown
637,4/10/2018,6,organic_search
640,9/4/2017,6,organic_search
648,11/26/2017,6,unknown
649,2/14/2018,6,organic_search
658,5/27/2018,6,organic_search
663,5/17/2018,6,organic_search
673,3/22/2018,6,organic_search
676,4/13/2018,6,organic_search
677,3/8/2018,6,email
678,4/11/2018,6,paid_search
680,2/12/2018,6,direct_traffic
721,1/5/2018,6,organic_search
726,2/16/2018,6,organic_search
727,5/21/2018,6,organic_search
729,11/19/2017,6,paid_search
755,4/8/2018,6,organic_search
760,5/15/2018,6,organic_search
761,9/3/2017,6,direct_traffic
767,4/5/2018,6,organic_search
776,4/25/2018,6,unknown
781,11/25/2017,6,paid_search
798,1/22/2018,6,organic_search
817,4/6/2018,6,direct_traffic
834,5/30/2018,6,paid_search
835,10/10/2017,6,paid_search
841,2/10/2018,6,organic_search
846,12/2/2017,6,organic_search
852,4/20/2018,6,organic_search
866,4/18/2018,6,social
868,10/27/2017,6,paid_search
878,2/6/2018,6,paid_search
888,5/24/2018,6,paid_search
898,12/2/2017,6,direct_traffic
902,1/4/2018,6,unknown
906,4/26/2018,6,email
918,3/19/2018,6,organic_search
931,3/26/2018,6,referral
935,2/21/2018,6,direct_traffic
948,2/22/2018,6,organic_search
949,4/10/2018,6,organic_search
951,1/17/2018,6,organic_search
968,11/24/2017,6,paid_search
981,5/15/2018,6,paid_search
992,1/15/2018,6,paid_search
995,5/3/2018,6,organic_search
1006,9/4/2017,6,organic_search
1013,4/18/2018,6,paid_search
1032,5/22/2018,6,organic_search
1033,2/27/2018,6,organic_search
1042,1/27/2018,6,organic_search
1048,1/16/2018,6,organic_search
1050,4/23/2018,6,organic_search
1066,3/27/2018,6,organic_search
1071,8/8/2017,6,referral
1082,7/28/2017,6,
1088,5/8/2018,6,organic_search
1122,3/9/2018,6,organic_search
1123,12/30/2017,6,referral
1126,1/23/2018,6,organic_search
1131,4/2/2018,6,organic_search
1137,4/1/2018,6,other_publicities
1140,1/31/2018,6,paid_search
1150,2/2/2018,6,organic_search
1152,4/13/2018,6,organic_search
1161,5/12/2018,6,organic_search
1162,4/9/2018,6,other_publicities
1165,4/10/2018,6,unknown
1174,10/30/2017,6,organic_search
1188,5/5/2018,6,organic_search
1196,5/26/2018,6,organic_search
1210,4/23/2018,6,direct_traffic
1213,3/23/2018,6,organic_search
1222,1/27/2018,6,organic_search
1242,4/20/2018,6,organic_search
1248,2/21/2018,6,direct_traffic
1263,5/14/2018,6,organic_search
1265,11/20/2017,6,social
1269,3/21/2018,6,organic_search
1271,5/16/2018,6,referral
1281,4/9/2018,6,organic_search
1295,4/27/2018,6,paid_search
1307,3/30/2018,6,direct_traffic
1309,4/12/2018,6,organic_search
1317,5/7/2018,6,organic_search
1323,5/24/2018,6,organic_search
1359,1/10/2018,6,organic_search
1364,2/12/2018,6,unknown
